0,1,2,3
441204100,河台镇,广东省肇庆市高要区河台镇,广东省肇庆市高要区河台镇
441204101,乐城镇,广东省肇庆市高要区乐城镇,广东省肇庆市高要区乐城镇
441204102,水南镇,广东省肇庆市高要区水南镇,广东省肇庆市高要区水南镇
441204103,禄步镇,广东省肇庆市高要区禄步镇,广东省肇庆市高要区禄步镇
441204104,小湘镇,广东省肇庆市高要区小湘镇,广东省肇庆市高要区小湘镇
441204105,大湾镇,广东省肇庆市高要区大湾镇,广东省肇庆市高要区大湾镇
441204106,新桥镇,广东省肇庆市高要区新桥镇,广东省肇庆市高要区新桥镇
441204107,白诸镇,广东省肇庆市高要区白诸镇,广东省肇庆市高要区白诸镇
441204108,莲塘镇,广东省肇庆市高要区莲塘镇,广东省肇庆市高要区莲塘镇
441204109,活道镇,广东省肇庆市高要区活道镇,广东省肇庆市高要区活道镇
441204110,蛟塘镇,广东省肇庆市高要区蛟塘镇,广东省肇庆市高要区蛟塘镇
441204111,回龙镇,广东省肇庆市高要区回龙镇,广东省肇庆市高要区回龙镇
441204112,白土镇,广东省肇庆市高要区白土镇,广东省肇庆市高要区白土镇
441204113,金渡镇,广东省肇庆市高要区金渡镇,广东省肇庆市高要区金渡镇
441204114,金利镇,广东省肇庆市高要区金利镇,广东省肇庆市高要区金利镇
441204115,蚬岗镇,广东省肇庆市高要区蚬岗镇,广东省肇庆市高要区蚬岗镇
441204999,不详乡镇,广东省肇庆市高要区不详乡镇,广东省肇庆市高要区不详乡镇
441223000,广宁县,广东省肇庆市广宁县,广东省肇庆市广宁县
441223100,排沙镇,广东省肇庆市广宁县排沙镇,广东省肇庆市广宁县排沙镇
441223102,潭布镇,广东省肇庆市广宁县潭布镇,广东省肇庆市广宁县潭布镇
441223103,江屯镇,广东省肇庆市广宁县江屯镇,广东省肇庆市广宁县江屯镇
441223105,螺岗镇,广东省肇庆市广宁县螺岗镇,广东省肇庆市广宁县螺岗镇
441223106,北市镇,广东省肇庆市广宁县北市镇,广东省肇庆市广宁县北市镇
441223107,坑口镇,广东省肇庆市广宁县坑口镇,广东省肇庆市广宁县坑口镇
441223108,赤坑镇,广东省肇庆市广宁县赤坑镇,广东省肇庆市广宁县赤坑镇
441223109,南街镇,广东省肇庆市广宁县南街镇,广东省肇庆市广宁县南街镇
441223110,宾亨镇,广东省肇庆市广宁县宾亨镇,广东省肇庆市广宁县宾亨镇
441223111,五和镇,广东省肇庆市广宁县五和镇,广东省肇庆市广宁县五和镇
441223112,横山镇,广东省肇庆市广宁县横山镇,广东省肇庆市广宁县横山镇
441223113,木格镇,广东省肇庆市广宁县木格镇,广东省肇庆市广宁县木格镇
441223114,石咀镇,广东省肇庆市广宁县石咀镇,广东省肇庆市广宁县石咀镇
441223115,古水镇,广东省肇庆市广宁县古水镇,广东省肇庆市广宁县古水镇
441223116,洲仔镇,广东省肇庆市广宁县洲仔镇,广东省肇庆市广宁县洲仔镇
441223196,石涧镇,广东省肇庆市广宁县石涧镇,广东省肇庆市广宁县石涧镇
441223999,不详乡镇,广东省肇庆市广宁县不详乡镇,广东省肇庆市广宁县不详乡镇
441224000,怀集县,广东省肇庆市怀集县,广东省肇庆市怀集县
441224100,怀城镇,广东省肇庆市怀集县怀城镇,广东省肇庆市怀集县怀城镇
441224101,闸岗镇,广东省肇庆市怀集县闸岗镇,广东省肇庆市怀集县闸岗镇
441224102,坳仔镇,广东省肇庆市怀集县坳仔镇,广东省肇庆市怀集县坳仔镇
441224103,汶朗镇,广东省肇庆市怀集县汶朗镇,广东省肇庆市怀集县汶朗镇
441224104,甘洒镇,广东省肇庆市怀集县甘洒镇,广东省肇庆市怀集县甘洒镇
441224105,凤岗镇,广东省肇庆市怀集县凤岗镇,广东省肇庆市怀集县凤岗镇
441224106,洽水镇,广东省肇庆市怀集县洽水镇,广东省肇庆市怀集县洽水镇
441224107,梁村镇,广东省肇庆市怀集县梁村镇,广东省肇庆市怀集县梁村镇
441224108,大岗镇,广东省肇庆市怀集县大岗镇,广东省肇庆市怀集县大岗镇
441224109,岗坪镇,广东省肇庆市怀集县岗坪镇,广东省肇庆市怀集县岗坪镇
441224110,冷坑镇,广东省肇庆市怀集县冷坑镇,广东省肇庆市怀集县冷坑镇
441224111,马宁镇,广东省肇庆市怀集县马宁镇,广东省肇庆市怀集县马宁镇
441224112,蓝钟镇,广东省肇庆市怀集县蓝钟镇,广东省肇庆市怀集县蓝钟镇
441224113,永固镇,广东省肇庆市怀集县永固镇,广东省肇庆市怀集县永固镇
441224114,诗洞镇,广东省肇庆市怀集县诗洞镇,广东省肇庆市怀集县诗洞镇
441224115,桥头镇,广东省肇庆市怀集县桥头镇,广东省肇庆市怀集县桥头镇
441224116,中洲镇,广东省肇庆市怀集县中洲镇,广东省肇庆市怀集县中洲镇
441224118,连麦镇,广东省肇庆市怀集县连麦镇,广东省肇庆市怀集县连麦镇
441224200,下帅壮族瑶族乡,广东省肇庆市怀集县下帅壮族瑶族乡,广东省肇庆市怀集县下帅壮族瑶族乡
441224999,不详乡镇,广东省肇庆市怀集县不详乡镇,广东省肇庆市怀集县不详乡镇
441225000,封开县,广东省肇庆市封开县,广东省肇庆市封开县
441225100,江口镇,广东省肇庆市封开县江口镇,广东省肇庆市封开县江口镇
441225101,江川镇,广东省肇庆市封开县江川镇,广东省肇庆市封开县江川镇
441225102,白垢镇,广东省肇庆市封开县白垢镇,广东省肇庆市封开县白垢镇
441225103,大洲镇,广东省肇庆市封开县大洲镇,广东省肇庆市封开县大洲镇
441225104,渔涝镇,广东省肇庆市封开县渔涝镇,广东省肇庆市封开县渔涝镇
441225105,河儿口镇,广东省肇庆市封开县河儿口镇,广东省肇庆市封开县河儿口镇
441225106,莲都镇,广东省肇庆市封开县莲都镇,广东省肇庆市封开县莲都镇
441225107,杏花镇,广东省肇庆市封开县杏花镇,广东省肇庆市封开县杏花镇
441225108,罗董镇,广东省肇庆市封开县罗董镇,广东省肇庆市封开县罗董镇
441225109,长岗镇,广东省肇庆市封开县长岗镇,广东省肇庆市封开县长岗镇
441225110,平凤镇,广东省肇庆市封开县平凤镇,广东省肇庆市封开县平凤镇
441225111,南丰镇,广东省肇庆市封开县南丰镇,广东省肇庆市封开县南丰镇
441225112,大玉口镇,广东省肇庆市封开县大玉口镇,广东省肇庆市封开县大玉口镇
441225113,都平镇,广东省肇庆市封开县都平镇,广东省肇庆市封开县都平镇
441225114,金装镇,广东省肇庆市封开县金装镇,广东省肇庆市封开县金装镇
441225115,长安镇,广东省肇庆市封开县长安镇,广东省肇庆市封开县长安镇
441225999,不详乡镇,广东省肇庆市封开县不详乡镇,广东省肇庆市封开县不详乡镇
441226000,德庆县,广东省肇庆市德庆县,广东省肇庆市德庆县
441226001,德城街道,广东省肇庆市德庆县德城街道,广东省肇庆市德庆县德城街道
441226101,新圩镇,广东省肇庆市德庆县新圩镇,广东省肇庆市德庆县新圩镇
441226102,回龙镇,广东省肇庆市德庆县回龙镇,广东省肇庆市德庆县回龙镇
441226103,官圩镇,广东省肇庆市德庆县官圩镇,广东省肇庆市德庆县官圩镇
441226105,马圩镇,广东省肇庆市德庆县马圩镇,广东省肇庆市德庆县马圩镇
441226106,高良镇,广东省肇庆市德庆县高良镇,广东省肇庆市德庆县高良镇
441226107,莫村镇,广东省肇庆市德庆县莫村镇,广东省肇庆市德庆县莫村镇
441226109,永丰镇,广东省肇庆市德庆县永丰镇,广东省肇庆市德庆县永丰镇
441226110,武垄镇,广东省肇庆市德庆县武垄镇,广东省肇庆市德庆县武垄镇
441226111,播植镇,广东省肇庆市德庆县播植镇,广东省肇庆市德庆县播植镇
441226112,凤村镇,广东省肇庆市德庆县凤村镇,广东省肇庆市德庆县凤村镇
441226113,悦城镇,广东省肇庆市德庆县悦城镇,广东省肇庆市德庆县悦城镇
441226114,九市镇,广东省肇庆市德庆县九市镇,广东省肇庆市德庆县九市镇
441226999,不详乡镇,广东省肇庆市德庆县不详乡镇,广东省肇庆市德庆县不详乡镇
441284000,四会市,广东省肇庆市四会市,广东省肇庆市四会市
441284001,城中街道,广东省肇庆市四会市城中街道,广东省肇庆市四会市城中街道
441284002,东城街道,广东省肇庆市四会市东城街道,广东省肇庆市四会市东城街道
441284003,贞山街道,广东省肇庆市四会市贞山街道,广东省肇庆市四会市贞山街道
441284100,龙甫镇,广东省肇庆市四会市龙甫镇,广东省肇庆市四会市龙甫镇
441284101,地豆镇,广东省肇庆市四会市地豆镇,广东省肇庆市四会市地豆镇
441284102,威整镇,广东省肇庆市四会市威整镇,广东省肇庆市四会市威整镇
441284103,罗源镇,广东省肇庆市四会市罗源镇,广东省肇庆市四会市罗源镇
441284104,迳口镇,广东省肇庆市四会市迳口镇,广东省肇庆市四会市迳口镇
441284105,大沙镇,广东省肇庆市四会市大沙镇,广东省肇庆市四会市大沙镇
441284107,石狗镇,广东省肇庆市四会市石狗镇,广东省肇庆市四会市石狗镇
441284108,黄田镇,广东省肇庆市四会市黄田镇,广东省肇庆市四会市黄田镇
441284110,江谷镇,广东省肇庆市四会市江谷镇,广东省肇庆市四会市江谷镇
441284113,下茆镇,广东省肇庆市四会市下茆镇,广东省肇庆市四会市下茆镇
441284999,不详乡镇,广东省肇庆市四会市不详乡镇,广东省肇庆市四会市不详乡镇
441299000,不详县,广东省肇庆市不详县,广东省肇庆市不详县
441299999,不详乡镇,广东省肇庆市不详县不详乡镇,广东省肇庆市不详县不详乡镇
441300000,惠州市,广东省惠州市,广东省惠州市
441302000,惠城区,广东省惠州市惠城区,广东省惠州市惠城区
441302001,桥东街道,广东省惠州市惠城区桥东街道,广东省惠州市惠城区桥东街道
441302002,桥西街道,广东省惠州市惠城区桥西街道,广东省惠州市惠城区桥西街道
441302003,江南街道,广东省惠州市惠城区江南街道,广东省惠州市惠城区江南街道
441302004,江北街道,广东省惠州市惠城区江北街道,广东省惠州市惠城区江北街道
441302005,龙丰街道,广东省惠州市惠城区龙丰街道,广东省惠州市惠城区龙丰街道
441302006,小金口街道,广东省惠州市惠城区小金口街道,广东省惠州市惠城区小金口街道
441302008,河南岸街道,广东省惠州市惠城区河南岸街道,广东省惠州市惠城区河南岸街道
441302010,水口街道,广东省惠州市惠城区水口街道,广东省惠州市惠城区水口街道
441302094,陈江街道,广东省惠州市惠城区陈江街道,广东省惠州市惠城区陈江街道
441302096,惠环街道,广东省惠州市惠城区惠环街道,广东省惠州市惠城区惠环街道
441302100,汝湖镇,广东省惠州市惠城区汝湖镇,广东省惠州市惠城区汝湖镇
441302103,三栋镇,广东省惠州市惠城区三栋镇,广东省惠州市惠城区三栋镇
441302108,马安镇,广东省惠州市惠城区马安镇,广东省惠州市惠城区马安镇
441302110,横沥镇,广东省惠州市惠城区横沥镇,广东省惠州市惠城区横沥镇
441302113,芦洲镇,广东省惠州市惠城区芦洲镇,广东省惠州市惠城区芦洲镇
441302194,潼侨镇,广东省惠州市惠城区潼侨镇,广东省惠州市惠城区潼侨镇
441302195,潼湖镇,广东省惠州市惠城区潼湖镇,广东省惠州市惠城区潼湖镇
441302196,沥林镇,广东省惠州市惠城区沥林镇,广东省惠州市惠城区沥林镇
441302999,不详乡镇,广东省惠州市惠城区不详乡镇,广东省惠州市惠城区不详乡镇
441303000,惠阳区,广东省惠州市惠阳区,广东省惠州市惠阳区
441303001,淡水街道,广东省惠州市惠阳区淡水街道,广东省惠州市惠阳区淡水街道
441303002,秋长街道,广东省惠州市惠阳区秋长街道,广东省惠州市惠阳区秋长街道
441303101,沙田镇,广东省惠州市惠阳区沙田镇,广东省惠州市惠阳区沙田镇
441303103,新圩镇,广东省惠州市惠阳区新圩镇,广东省惠州市惠阳区新圩镇
441303104,镇隆镇,广东省惠州市惠阳区镇隆镇,广东省惠州市惠阳区镇隆镇
441303108,永湖镇,广东省惠州市惠阳区永湖镇,广东省惠州市惠阳区永湖镇
441303109,良井镇,广东省惠州市惠阳区良井镇,广东省惠州市惠阳区良井镇
441303110,平潭镇,广东省惠州市惠阳区平潭镇,广东省惠州市惠阳区平潭镇
441303999,不详乡镇,广东省惠州市惠阳区不详乡镇,广东省惠州市惠阳区不详乡镇
441322000,博罗县,广东省惠州市博罗县,广东省惠州市博罗县
441322001,罗阳街道,广东省惠州市博罗县罗阳街道,广东省惠州市博罗县罗阳街道
441322002,龙溪街道,广东省惠州市博罗县龙溪街道,广东省惠州市博罗县龙溪街道
441322100,石坝镇,广东省惠州市博罗县石坝镇,广东省惠州市博罗县石坝镇
441322102,麻陂镇,广东省惠州市博罗县麻陂镇,广东省惠州市博罗县麻陂镇
441322103,观音阁镇,广东省惠州市博罗县观音阁镇,广东省惠州市博罗县观音阁镇
441322104,公庄镇,广东省惠州市博罗县公庄镇,广东省惠州市博罗县公庄镇
441322105,杨村镇,广东省惠州市博罗县杨村镇,广东省惠州市博罗县杨村镇
441322106,柏塘镇,广东省惠州市博罗县柏塘镇,广东省惠州市博罗县柏塘镇
441322108,泰美镇,广东省惠州市博罗县泰美镇,广东省惠州市博罗县泰美镇
441322113,湖镇镇,广东省惠州市博罗县湖镇镇,广东省惠州市博罗县湖镇镇
441322115,长宁镇,广东省惠州市博罗县长宁镇,广东省惠州市博罗县长宁镇
441322116,福田镇,广东省惠州市博罗县福田镇,广东省惠州市博罗县福田镇
441322117,龙华镇,广东省惠州市博罗县龙华镇,广东省惠州市博罗县龙华镇
441322119,园洲镇,广东省惠州市博罗县园洲镇,广东省惠州市博罗县园洲镇
441322121,石湾镇,广东省惠州市博罗县石湾镇,广东省惠州市博罗县石湾镇
441322122,杨侨镇,广东省惠州市博罗县杨侨镇,广东省惠州市博罗县杨侨镇
441322123,横河镇,广东省惠州市博罗县横河镇,广东省惠州市博罗县横河镇
441322999,不详乡镇,广东省惠州市博罗县不详乡镇,广东省惠州市博罗县不详乡镇
441323000,惠东县,广东省惠州市惠东县,广东省惠州市惠东县
441323001,平山街道,广东省惠州市惠东县平山街道,广东省惠州市惠东县平山街道
441323002,大岭街道,广东省惠州市惠东县大岭街道,广东省惠州市惠东县大岭街道
441323102,白花镇,广东省惠州市惠东县白花镇,广东省惠州市惠东县白花镇
441323103,梁化镇,广东省惠州市惠东县梁化镇,广东省惠州市惠东县梁化镇
441323104,稔山镇,广东省惠州市惠东县稔山镇,广东省惠州市惠东县稔山镇
441323105,铁涌镇,广东省惠州市惠东县铁涌镇,广东省惠州市惠东县铁涌镇
441323106,平海镇,广东省惠州市惠东县平海镇,广东省惠州市惠东县平海镇
441323109,吉隆镇,广东省惠州市惠东县吉隆镇,广东省惠州市惠东县吉隆镇
441323113,多祝镇,广东省惠州市惠东县多祝镇,广东省惠州市惠东县多祝镇
441323115,安墩镇,广东省惠州市惠东县安墩镇,广东省惠州市惠东县安墩镇
441323118,高潭镇,广东省惠州市惠东县高潭镇,广东省惠州市惠东县高潭镇
441323120,宝口镇,广东省惠州市惠东县宝口镇,广东省惠州市惠东县宝口镇
441323121,白盆珠镇,广东省惠州市惠东县白盆珠镇,广东省惠州市惠东县白盆珠镇
441323124,黄埠镇,广东省惠州市惠东县黄埠镇,广东省惠州市惠东县黄埠镇
441323195,巽寮滨海旅游度假区,广东省惠州市惠东县巽寮滨海旅游度假区,广东省惠州市惠东县巽寮滨海旅游度假区
441323196,港口滨海旅游度假区管理委员会,广东省惠州市惠东县港口滨海旅游度假区管理委员会,广东省惠州市惠东县港口滨海旅游度假区管理委员会
441323999,不详乡镇,广东省惠州市惠东县不详乡镇,广东省惠州市惠东县不详乡镇
441324000,龙门县,广东省惠州市龙门县,广东省惠州市龙门县
441324001,龙城街道,广东省惠州市龙门县龙城街道,广东省惠州市龙门县龙城街道
441324002,平陵街道,广东省惠州市龙门县平陵街道,广东省惠州市龙门县平陵街道
441324100,麻榨镇,广东省惠州市龙门县麻榨镇,广东省惠州市龙门县麻榨镇
441324101,永汉镇,广东省惠州市龙门县永汉镇,广东省惠州市龙门县永汉镇
441324103,龙华镇,广东省惠州市龙门县龙华镇,广东省惠州市龙门县龙华镇
441324105,龙江镇,广东省惠州市龙门县龙江镇,广东省惠州市龙门县龙江镇
441324107,龙田镇,广东省惠州市龙门县龙田镇,广东省惠州市龙门县龙田镇
441324109,龙潭镇,广东省惠州市龙门县龙潭镇,广东省惠州市龙门县龙潭镇
441324110,地派镇,广东省惠州市龙门县地派镇,广东省惠州市龙门县地派镇
441324196,南昆山生态旅游区,广东省惠州市龙门县南昆山生态旅游区,广东省惠州市龙门县南昆山生态旅游区
441324200,蓝田瑶族乡,广东省惠州市龙门县蓝田瑶族乡,广东省惠州市龙门县蓝田瑶族乡
441324999,不详乡镇,广东省惠州市龙门县不详乡镇,广东省惠州市龙门县不详乡镇
441325000,大亚湾区,广东省惠州市大亚湾区,广东省惠州市大亚湾区
441325001,澳头街道办事处,广东省惠州市大亚湾区澳头街道办事处,广东省惠州市大亚湾区澳头街道办事处
441325002,西区街道办事处,广东省惠州市大亚湾区西区街道办事处,广东省惠州市大亚湾区西区街道办事处
441325003,霞涌街道办事处,广东省惠州市大亚湾区霞涌街道办事处,广东省惠州市大亚湾区霞涌街道办事处
441325999,不详乡镇,广东省惠州市大亚湾区不详乡镇,广东省惠州市大亚湾区不详乡镇
441399000,不详县,广东省惠州市不详县,广东省惠州市不详县
441399999,不详乡镇,广东省惠州市不详县不详乡镇,广东省惠州市不详县不详乡镇
441400000,梅州市,广东省梅州市,广东省梅州市
441402000,梅江区,广东省梅州市梅江区,广东省梅州市梅江区
441402004,江南街道,广东省梅州市梅江区江南街道,广东省梅州市梅江区江南街道
441402006,金山街道,广东省梅州市梅江区金山街道,广东省梅州市梅江区金山街道
441402007,西郊街道,广东省梅州市梅江区西郊街道,广东省梅州市梅江区西郊街道
441402102,三角镇,广东省梅州市梅江区三角镇,广东省梅州市梅江区三角镇
441402103,长沙镇,广东省梅州市梅江区长沙镇,广东省梅州市梅江区长沙镇
441402105,城北镇,广东省梅州市梅江区城北镇,广东省梅州市梅江区城北镇
441402106,西阳镇,广东省梅州市梅江区西阳镇,广东省梅州市梅江区西阳镇
441402999,不详乡镇,广东省梅州市梅江区不详乡镇,广东省梅州市梅江区不详乡镇
441403000,梅县区,广东省梅州市梅县区,广东省梅州市梅县区
441403096,新城,广东省梅州市梅县区新城,广东省梅州市梅县区新城
441403100,松口镇,广东省梅州市梅县区松口镇,广东省梅州市梅县区松口镇
441403101,城东镇,广东省梅州市梅县区城东镇,广东省梅州市梅县区城东镇
441403102,石扇镇,广东省梅州市梅县区石扇镇,广东省梅州市梅县区石扇镇
441403103,梅西镇,广东省梅州市梅县区梅西镇,广东省梅州市梅县区梅西镇
441403104,大坪镇,广东省梅州市梅县区大坪镇,广东省梅州市梅县区大坪镇
441403105,石坑镇,广东省梅州市梅县区石坑镇,广东省梅州市梅县区石坑镇
441403106,南口镇,广东省梅州市梅县区南口镇,广东省梅州市梅县区南口镇
441403107,畲江镇,广东省梅州市梅县区畲江镇,广东省梅州市梅县区畲江镇
441403108,水车镇,广东省梅州市梅县区水车镇,广东省梅州市梅县区水车镇
441403109,梅南镇,广东省梅州市梅县区梅南镇,广东省梅州市梅县区梅南镇
441403110,丙村镇,广东省梅州市梅县区丙村镇,广东省梅州市梅县区丙村镇
441403111,雁洋镇,广东省梅州市梅县区雁洋镇,广东省梅州市梅县区雁洋镇
441403112,白渡镇,广东省梅州市梅县区白渡镇,广东省梅州市梅县区白渡镇
441403113,松源镇,广东省梅州市梅县区松源镇,广东省梅州市梅县区松源镇
441403114,隆文镇,广东省梅州市梅县区隆文镇,广东省梅州市梅县区隆文镇
441403115,桃尧镇,广东省梅州市梅县区桃尧镇,广东省梅州市梅县区桃尧镇
441403116,程江镇,广东省梅州市梅县区程江镇,广东省梅州市梅县区程江镇
441403196,扶大镇,广东省梅州市梅县区扶大镇,广东省梅州市梅县区扶大镇
441403999,不详乡镇,广东省梅州市梅县区不详乡镇,广东省梅州市梅县区不详乡镇
441422000,大埔县,广东省梅州市大埔县,广东省梅州市大埔县
441422100,湖寮镇,广东省梅州市大埔县湖寮镇,广东省梅州市大埔县湖寮镇
441422101,茶阳镇,广东省梅州市大埔县茶阳镇,广东省梅州市大埔县茶阳镇
441422102,高陂镇,广东省梅州市大埔县高陂镇,广东省梅州市大埔县高陂镇
441422103,青溪镇,广东省梅州市大埔县青溪镇,广东省梅州市大埔县青溪镇
441422105,三河镇,广东省梅州市大埔县三河镇,广东省梅州市大埔县三河镇
441422107,大麻镇,广东省梅州市大埔县大麻镇,广东省梅州市大埔县大麻镇
441422108,银江镇,广东省梅州市大埔县银江镇,广东省梅州市大埔县银江镇
441422109,洲瑞镇,广东省梅州市大埔县洲瑞镇,广东省梅州市大埔县洲瑞镇
441422112,光德镇,广东省梅州市大埔县光德镇,广东省梅州市大埔县光德镇
441422113,桃源镇,广东省梅州市大埔县桃源镇,广东省梅州市大埔县桃源镇
441422114,枫朗镇,广东省梅州市大埔县枫朗镇,广东省梅州市大埔县枫朗镇
441422116,百侯镇,广东省梅州市大埔县百侯镇,广东省梅州市大埔县百侯镇
441422117,大东镇,广东省梅州市大埔县大东镇,广东省梅州市大埔县大东镇
441422118,西河镇,广东省梅州市大埔县西河镇,广东省梅州市大埔县西河镇
441422999,不详乡镇,广东省梅州市大埔县不详乡镇,广东省梅州市大埔县不详乡镇
441423000,丰顺县,广东省梅州市丰顺县,广东省梅州市丰顺县
441423100,汤坑镇,广东省梅州市丰顺县汤坑镇,广东省梅州市丰顺县汤坑镇
441423103,北斗镇,广东省梅州市丰顺县北斗镇,广东省梅州市丰顺县北斗镇
441423104,汤西镇,广东省梅州市丰顺县汤西镇,广东省梅州市丰顺县汤西镇
441423105,汤南镇,广东省梅州市丰顺县汤南镇,广东省梅州市丰顺县汤南镇
441423106,埔寨镇,广东省梅州市丰顺县埔寨镇,广东省梅州市丰顺县埔寨镇
441423108,八乡山镇,广东省梅州市丰顺县八乡山镇,广东省梅州市丰顺县八乡山镇
441423109,丰良镇,广东省梅州市丰顺县丰良镇,广东省梅州市丰顺县丰良镇
441423110,建桥镇,广东省梅州市丰顺县建桥镇,广东省梅州市丰顺县建桥镇
441423111,龙岗镇,广东省梅州市丰顺县龙岗镇,广东省梅州市丰顺县龙岗镇
441423112,潘田镇,广东省梅州市丰顺县潘田镇,广东省梅州市丰顺县潘田镇
441423114,黄金镇,广东省梅州市丰顺县黄金镇,广东省梅州市丰顺县黄金镇
441423115,留隍镇,广东省梅州市丰顺县留隍镇,广东省梅州市丰顺县留隍镇
441423118,大龙华镇,广东省梅州市丰顺县大龙华镇,广东省梅州市丰顺县大龙华镇
441423120,潭江镇,广东省梅州市丰顺县潭江镇,广东省梅州市丰顺县潭江镇
441423122,小胜镇,广东省梅州市丰顺县小胜镇,广东省梅州市丰顺县小胜镇
441423123,砂田镇,广东省梅州市丰顺县砂田镇,广东省梅州市丰顺县砂田镇
441423999,不详乡镇,广东省梅州市丰顺县不详乡镇,广东省梅州市丰顺县不详乡镇
441424000,五华县,广东省梅州市五华县,广东省梅州市五华县
441424100,水寨镇,广东省梅州市五华县水寨镇,广东省梅州市五华县水寨镇
441424101,河东镇,广东省梅州市五华县河东镇,广东省梅州市五华县河东镇
441424103,转水镇,广东省梅州市五华县转水镇,广东省梅州市五华县转水镇
441424104,华城镇,广东省梅州市五华县华城镇,广东省梅州市五华县华城镇
441424106,岐岭镇,广东省梅州市五华县岐岭镇,广东省梅州市五华县岐岭镇
441424108,潭下镇,广东省梅州市五华县潭下镇,广东省梅州市五华县潭下镇
441424109,长布镇,广东省梅州市五华县长布镇,广东省梅州市五华县长布镇
441424111,周江镇,广东省梅州市五华县周江镇,广东省梅州市五华县周江镇
441424113,横陂镇,广东省梅州市五华县横陂镇,广东省梅州市五华县横陂镇
441424117,郭田镇,广东省梅州市五华县郭田镇,广东省梅州市五华县郭田镇
441424118,双华镇,广东省梅州市五华县双华镇,广东省梅州市五华县双华镇
441424120,安流镇,广东省梅州市五华县安流镇,广东省梅州市五华县安流镇
441424123,棉洋镇,广东省梅州市五华县棉洋镇,广东省梅州市五华县棉洋镇
441424125,梅林镇,广东省梅州市五华县梅林镇,广东省梅州市五华县梅林镇
441424126,华阳镇,广东省梅州市五华县华阳镇,广东省梅州市五华县华阳镇
441424127,龙村镇,广东省梅州市五华县龙村镇,广东省梅州市五华县龙村镇
441424988,城区,广东省梅州市五华县城区,广东省梅州市五华县城区
441424999,不详乡镇,广东省梅州市五华县不详乡镇,广东省梅州市五华县不详乡镇
441426000,平远县,广东省梅州市平远县,广东省梅州市平远县
441426100,大柘镇,广东省梅州市平远县大柘镇,广东省梅州市平远县大柘镇
441426101,石正镇,广东省梅州市平远县石正镇,广东省梅州市平远县石正镇
441426102,东石镇,广东省梅州市平远县东石镇,广东省梅州市平远县东石镇
441426103,仁居镇,广东省梅州市平远县仁居镇,广东省梅州市平远县仁居镇
441426104,八尺镇,广东省梅州市平远县八尺镇,广东省梅州市平远县八尺镇
441426105,差干镇,广东省梅州市平远县差干镇,广东省梅州市平远县差干镇
441426107,河头镇,广东省梅州市平远县河头镇,广东省梅州市平远县河头镇
441426108,中行镇,广东省梅州市平远县中行镇,广东省梅州市平远县中行镇
441426109,上举镇,广东省梅州市平远县上举镇,广东省梅州市平远县上举镇
441426110,泗水镇,广东省梅州市平远县泗水镇,广东省梅州市平远县泗水镇
441426114,长田镇,广东省梅州市平远县长田镇,广东省梅州市平远县长田镇
441426115,热柘镇,广东省梅州市平远县热柘镇,广东省梅州市平远县热柘镇
441426999,不详乡镇,广东省梅州市平远县不详乡镇,广东省梅州市平远县不详乡镇
441427000,蕉岭县,广东省梅州市蕉岭县,广东省梅州市蕉岭县
441427100,蕉城镇,广东省梅州市蕉岭县蕉城镇,广东省梅州市蕉岭县蕉城镇
441427102,长潭镇,广东省梅州市蕉岭县长潭镇,广东省梅州市蕉岭县长潭镇
441427103,三圳镇,广东省梅州市蕉岭县三圳镇,广东省梅州市蕉岭县三圳镇
441427104,新铺镇,广东省梅州市蕉岭县新铺镇,广东省梅州市蕉岭县新铺镇
441427106,文福镇,广东省梅州市蕉岭县文福镇,广东省梅州市蕉岭县文福镇
441427107,广福镇,广东省梅州市蕉岭县广福镇,广东省梅州市蕉岭县广福镇
441427108,蓝坊镇,广东省梅州市蕉岭县蓝坊镇,广东省梅州市蕉岭县蓝坊镇
441427110,南礤镇,广东省梅州市蕉岭县南礤镇,广东省梅州市蕉岭县南礤镇
441427996,华侨场,广东省梅州市蕉岭县华侨场,广东省梅州市蕉岭县华侨场
441427999,不详乡镇,广东省梅州市蕉岭县不详乡镇,广东省梅州市蕉岭县不详乡镇
441481000,兴宁市,广东省梅州市兴宁市,广东省梅州市兴宁市
441481001,福兴街道,广东省梅州市兴宁市福兴街道,广东省梅州市兴宁市福兴街道
441481002,兴田街道,广东省梅州市兴宁市兴田街道,广东省梅州市兴宁市兴田街道
441481003,宁新街道,广东省梅州市兴宁市宁新街道,广东省梅州市兴宁市宁新街道
441481102,宁中镇,广东省梅州市兴宁市宁中镇,广东省梅州市兴宁市宁中镇
441481104,新陂镇,广东省梅州市兴宁市新陂镇,广东省梅州市兴宁市新陂镇
441481105,刁坊镇,广东省梅州市兴宁市刁坊镇,广东省梅州市兴宁市刁坊镇
441481107,永和镇,广东省梅州市兴宁市永和镇,广东省梅州市兴宁市永和镇
441481108,径南镇,广东省梅州市兴宁市径南镇,广东省梅州市兴宁市径南镇
441481110,坭陂镇,广东省梅州市兴宁市坭陂镇,广东省梅州市兴宁市坭陂镇
441481111,新圩镇,广东省梅州市兴宁市新圩镇,广东省梅州市兴宁市新圩镇
441481112,水口镇,广东省梅州市兴宁市水口镇,广东省梅州市兴宁市水口镇
441481115,罗浮镇,广东省梅州市兴宁市罗浮镇,广东省梅州市兴宁市罗浮镇
